区分名称,予備区分名称,生活習慣病フラグ,救急フラグ,データ区分,大項目,FHIR項目名称,FHIR識別文字列,略称,販売名称,材料(JLAC11),測定法(JLAC11),JLAC11コード,単位,材料(JLAC10),検査方法(JLAC10-測定法),JLAC10コード,基準値フラグ(下限),基準値フラグ(上限),基準値フラグ(判定),データタイプ,値の下限,値の上限,数値型の場合の形式,コード型の場合の値リスト,コード型のOID,並び順,適用開始日,適用終了日,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,TG-II オート｢TBA｣,血清,可視吸光光度法_TG-II オート｢TBA｣,C6002133725000885,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,TG-II オート｢TBA｣,血漿,可視吸光光度法_TG-II オート｢TBA｣,C6002133724000885,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,TG-EX｢生研｣,血清,可視吸光光度法_TG-EX｢生研｣,C6002133725000985,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,TG-EX｢生研｣,血漿,可視吸光光度法_TG-EX｢生研｣,C6002133724000985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,TG オート｢TBA｣,血清,可視吸光光度法_TG オート｢TBA｣,C6002133725001085,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,N-アッセイ L TG-H ニットーボー,血清,可視吸光光度法_N-アッセイ L TG-H ニットーボー,C6002133725001185,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,N-アッセイ L TG-H ニットーボー,血漿(EDTA入り),可視吸光光度法_N-アッセイ L TG-H ニットーボー,C6002133724201185,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,N-アッセイ L TG-H ニットーボー,血漿(ヘパリン入り),可視吸光光度法_N-アッセイ L TG-H ニットーボー,C6002133724301185,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,N-アッセイ L TG-H ニットーボー,血漿(クエン酸入り),可視吸光光度法_N-アッセイ L TG-H ニットーボー,C6002133724401185,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,N-アッセイ L TG-H ニットーボー,血漿,可視吸光光度法_N-アッセイ L TG-H ニットーボー,C6002133724001185,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,BBX パック,血清,可視吸光光度法_BBX パック,C6002133725001285,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,BBX パック,血漿(ヘパリン入り),可視吸光光度法_BBX パック,C6002133724301285,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,BBX パック,全血(静脈血),可視吸光光度法_BBX パック,C6002133721001285,mg/dL,全血,可視吸光光度法,3F015130001827101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,BBX パック,血漿,可視吸光光度法_BBX パック,C6002133724001285,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,エスパ･TG-FS,血清,可視吸光光度法_エスパ･TG-FS,C6002133725001385,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,シンクロンシステム トリグリセライド試薬,血清,可視吸光光度法_シンクロンシステム トリグリセライド試薬,C6002133725001485,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,シンクロンシステム トリグリセライド試薬,血漿(ヘパリン入り),可視吸光光度法_シンクロンシステム トリグリセライド試薬,C6002133724301485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,シンクロンシステム トリグリセライド試薬,血漿,可視吸光光度法_シンクロンシステム トリグリセライド試薬,C6002133724001485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,レフロトロン トリグリセライドII(TG),血清,反射測光法(レフラクトメトリー)_レフロトロン トリグリセライドII(TG),C6002133725001585,mg/dL,血清,反射測光法(レフラクトメトリー),3F015130002329101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,レフロトロン トリグリセライドII(TG),血漿(EDTA入り),反射測光法(レフラクトメトリー)_レフロトロン トリグリセライドII(TG),C6002133724201585,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,レフロトロン トリグリセライドII(TG),血漿(ヘパリン入り),反射測光法(レフラクトメトリー)_レフロトロン トリグリセライドII(TG),C6002133724301585,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,レフロトロン トリグリセライドII(TG),全血(静脈血),反射測光法(レフラクトメトリー)_レフロトロン トリグリセライドII(TG),C6002133721001585,mg/dL,全血,反射測光法(レフラクトメトリー),3F015130001829101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,レフロトロン トリグリセライドII(TG),血漿,反射測光法(レフラクトメトリー)_レフロトロン トリグリセライドII(TG),C6002133724001585,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,脂質測定試薬ディスク,血漿,可視吸光光度法_脂質測定試薬ディスク,C6002133724001685,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,脂質測定試薬ディスク,血漿(EDTA入り),可視吸光光度法_脂質測定試薬ディスク,C6002133724201685,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,脂質測定試薬ディスク,全血(静脈血、EDTA入り),可視吸光光度法_脂質測定試薬ディスク,C6002133721201685,mg/dL,全血(添加物入り),可視吸光光度法,3F015130001927101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,脂質測定試薬ディスク,全血(毛細管血),可視吸光光度法_脂質測定試薬ディスク,C6002133723001685,mg/dL,毛細管血,可視吸光光度法,3F015130002127101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,エクディアXL'栄研'TGII,血清,可視吸光光度法_エクディアXL'栄研'TGII,C6002133725001785,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,エクディアXL'栄研'TGII,血漿(EDTA入り),可視吸光光度法_エクディアXL'栄研'TGII,C6002133724201785,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,エクディアXL'栄研'TGII,血漿(ヘパリン入り),可視吸光光度法_エクディアXL'栄研'TGII,C6002133724301785,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,エクディアXL'栄研'TGII,血漿,可視吸光光度法_エクディアXL'栄研'TGII,C6002133724001785,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,オートL｢ミズホ｣TG-FR TYPE II,血清,可視吸光光度法_オートL｢ミズホ｣TG-FR TYPe II,C6002133725001885,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,イアトロLQ TGII,血清,可視吸光光度法_イアトロLQ TGII,C6002133725001985,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,イアトロLQ TGII,血漿(EDTA入り),可視吸光光度法_イアトロLQ TGII,C6002133724201985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,イアトロLQ TGII,血漿(ヘパリン入り),可視吸光光度法_イアトロLQ TGII,C6002133724301985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,イアトロLQ TGII,血漿(クエン酸入り),可視吸光光度法_イアトロLQ TGII,C6002133724401985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,イアトロLQ TGII,血漿,可視吸光光度法_イアトロLQ TGII,C6002133724001985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムII トリグリセライド,血清,ドライケミストリー法_スポットケムII トリグリセライド,C6002133725002085,mg/dL,血清,反射測光法(レフラクトメトリー),3F015130002329101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムII トリグリセライド,血漿,ドライケミストリー法_スポットケムII トリグリセライド,C6002133724002085,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムII トリグリセライド,血漿(ヘパリン入り),ドライケミストリー法_スポットケムII トリグリセライド,C6002133724302085,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムD TG,血清,反射測光法(レフラクトメトリー)_スポットケムD TG,C6002133725002185,mg/dL,血清,反射測光法(レフラクトメトリー),3F015130002329101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムD TG,血漿(EDTA入り),反射測光法(レフラクトメトリー)_スポットケムD TG,C6002133724202185,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムD TG,血漿(ヘパリン入り),反射測光法(レフラクトメトリー)_スポットケムD TG,C6002133724302185,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムD TG,血漿(クエン酸入り),反射測光法(レフラクトメトリー)_スポットケムD TG,C6002133724402185,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,スポットケムD TG,血漿,反射測光法(レフラクトメトリー)_スポットケムD TG,C6002133724002185,mg/dL,血漿,反射測光法(レフラクトメトリー),3F015130002229101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,アクアオート カイノス TG-II試薬,血清,可視吸光光度法_アクアオート カイノス TG-II試薬,C6002133725002285,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,アクアオート カイノス TG-II試薬,血漿(EDTA入り),可視吸光光度法_アクアオート カイノス TG-II試薬,C6002133724202285,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,アクアオート カイノス TG-II試薬,血漿(ヘパリン入り),可視吸光光度法_アクアオート カイノス TG-II試薬,C6002133724302285,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,アクアオート カイノス TG-II試薬,血漿,可視吸光光度法_アクアオート カイノス TG-II試薬,C6002133724002285,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クイックオート ネオ TGII,血清,可視吸光光度法_クイックオート ネオ TGII,C6002133725002385,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クイックオート ネオ TGII,血漿(EDTA入り),可視吸光光度法_クイックオート ネオ TGII,C6002133724202385,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クイックオート ネオ TGII,血漿(ヘパリン入り),可視吸光光度法_クイックオート ネオ TGII,C6002133724302385,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クイックオート ネオ TGII,血漿,可視吸光光度法_クイックオート ネオ TGII,C6002133724002385,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-CL,血清,可視吸光光度法_｢セロテック｣TG-CL,C6002133725002485,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-CL,血漿(EDTA入り),可視吸光光度法_｢セロテック｣TG-CL,C6002133724202485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-CL,血漿(ヘパリン入り),可視吸光光度法_｢セロテック｣TG-CL,C6002133724302485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-CL,血漿,可視吸光光度法_｢セロテック｣TG-CL,C6002133724002485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-L,血清,可視吸光光度法_｢セロテック｣TG-L,C6002133725002585,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-L,血漿(EDTA入り),可視吸光光度法_｢セロテック｣TG-L,C6002133724202585,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-L,血漿(ヘパリン入り),可視吸光光度法_｢セロテック｣TG-L,C6002133724302585,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-L,血漿,可視吸光光度法_｢セロテック｣TG-L,C6002133724002585,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-S,血清,可視吸光光度法_｢セロテック｣TG-S,C6002133725002685,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-S,血漿(EDTA入り),可視吸光光度法_｢セロテック｣TG-S,C6002133724202685,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-S,血漿(ヘパリン入り),可視吸光光度法_｢セロテック｣TG-S,C6002133724302685,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,｢セロテック｣TG-S,血漿,可視吸光光度法_｢セロテック｣TG-S,C6002133724002685,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,オートL｢ミズホ｣TG-FR,血清,可視吸光光度法_オ-トL｢ミズホ｣TG-FR,C6002133725002785,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,シカリキッド-N TG,血清,可視吸光光度法_シカリキッド-N TG,C6002133725002885,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーL TG II,血清,可視吸光光度法_デタミナーL TG II,C6002133725002985,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーL TG II,血漿(EDTA入り),可視吸光光度法_デタミナーL TG II,C6002133724202985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーL TG II,血漿(ヘパリン入り),可視吸光光度法_デタミナーL TG II,C6002133724302985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーL TG II,血漿,可視吸光光度法_デタミナーL TG II,C6002133724002985,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーC-TG,血清,可視吸光光度法_デタミナーC-TG,C6002133725003085,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーC-TG,血漿(EDTA入り),可視吸光光度法_デタミナーC-TG,C6002133724203085,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーC-TG,血漿(ヘパリン入り),可視吸光光度法_デタミナーC-TG,C6002133724303085,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,デタミナーC-TG,血漿,可視吸光光度法_デタミナーC-TG,C6002133724003085,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,AUリエージェント TG,血清,可視吸光光度法_AUリエージェント TG,C6002133725003185,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,AUリエージェント TG,血漿(EDTA入り),可視吸光光度法_AUリエージェント TG,C6002133724203185,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,AUリエージェント TG,血漿(ヘパリン入り),可視吸光光度法_AUリエージェント TG,C6002133724303185,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,AUリエージェント TG,血漿,可視吸光光度法_AUリエージェント TG,C6002133724003185,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,オートセラS TG-N,血清,可視吸光光度法_オートセラS TG-N,C6002133725003285,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クオリジェント TG,血清,可視吸光光度法_クオリジェント TG,C6002133725003385,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クオリジェント TG,血漿(EDTA入り),可視吸光光度法_クオリジェント TG,C6002133724203385,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クオリジェント TG,血漿(ヘパリン入り),可視吸光光度法_クオリジェント TG,C6002133724303385,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,クオリジェント TG,血漿,可視吸光光度法_クオリジェント TG,C6002133724003385,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,コレステストTG,血清,可視吸光光度法_コレステストTG,C6002133725003485,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,コレステストTG,血漿(EDTA入り),可視吸光光度法_コレステストTG,C6002133724203485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,コレステストTG,血漿(ヘパリン入り),可視吸光光度法_コレステストTG,C6002133724303485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,コレステストTG,血漿,可視吸光光度法_コレステストTG,C6002133724003485,mg/dL,血漿,可視吸光光度法,3F015130002227101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,ピュアオートS TG-N,血清,可視吸光光度法_ピュアオートS TG-N,C6002133725003585,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
生化学検査,,1,0,検査,中性脂肪(TG),空腹時中性脂肪(TG),FTG,FTG,ダイヤカラー･リキッドTG-S,血清,可視吸光光度法_ダイヤカラー･リキッドTG-S,C6002133725003685,mg/dL,血清,可視吸光光度法,3F015130002327101,0,0,0,PQ,0,0,,,,2000,00000000,,,
